timestamp,symbol,harmony,decision,action,planet
2020-01-09T05:00:00+00:00,CRM,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-09T05:00:00+00:00,SHEL,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-09T05:00:00+00:00,IWM,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-09T05:00:00+00:00,USO,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-09T05:00:00+00:00,ROKU,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-09T05:00:00+00:00,ORCL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-09T05:00:00+00:00,NVDA,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-09T05:00:00+00:00,TSLA,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-09T05:00:00+00:00,INTC,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-09T05:00:00+00:00,GOOGL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-09T05:00:00+00:00,EEM,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-09T05:00:00+00:00,SPY,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-09T05:00:00+00:00,PYPL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-09T06:00:00+00:00,VIX,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-09T23:00:00+00:00,AIR,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-09T23:00:00+00:00,ROG,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-09T23:00:00+00:00,NESN,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,ATOM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,ETH,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,XRP,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,ETC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,TRX,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,XLM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,FIL,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,ADA,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,LTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,DOGE,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,LINK,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,ALGO,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,BTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,VET,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,UNI,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T00:00:00+00:00,MATIC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,VTI,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,ASML,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,AAPL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,TTE,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,MSFT,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,ZM,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,EFA,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,GLD,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,AMD,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,SAP,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,META,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,ADBE,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,TLT,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,CRM,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,SHEL,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,IWM,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,USO,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,ROKU,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,ORCL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,NVDA,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,TSLA,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,INTC,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,GOOGL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,EEM,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,SPY,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-10T05:00:00+00:00,PYPL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-10T06:00:00+00:00,VIX,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,ATOM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,ETH,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,XRP,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,ETC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,TRX,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,XLM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,FIL,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,ADA,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,LTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,DOGE,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,LINK,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,ALGO,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,BTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,VET,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,UNI,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-11T00:00:00+00:00,MATIC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,ATOM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,ETH,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,XRP,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,ETC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,TRX,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,XLM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,FIL,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,ADA,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,LTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,DOGE,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,LINK,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,ALGO,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,BTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,VET,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,UNI,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T00:00:00+00:00,MATIC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-12T23:00:00+00:00,AIR,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-12T23:00:00+00:00,ROG,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-12T23:00:00+00:00,NESN,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,ATOM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,ETH,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,XRP,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,ETC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,TRX,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,XLM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,FIL,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,ADA,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,LTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,DOGE,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,LINK,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,ALGO,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,BTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,VET,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,UNI,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T00:00:00+00:00,MATIC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,VTI,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,ASML,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,AAPL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,TTE,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,MSFT,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,ZM,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,EFA,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,GLD,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,AMD,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,SAP,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,META,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,ADBE,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,TLT,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,CRM,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,SHEL,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,IWM,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,USO,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,ROKU,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,ORCL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,NVDA,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,TSLA,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,INTC,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,GOOGL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,EEM,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,SPY,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-13T05:00:00+00:00,PYPL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-13T06:00:00+00:00,VIX,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-13T23:00:00+00:00,AIR,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-13T23:00:00+00:00,ROG,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-13T23:00:00+00:00,NESN,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,ATOM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,ETH,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,XRP,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,ETC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,TRX,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,XLM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,FIL,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,ADA,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,LTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,DOGE,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,LINK,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,ALGO,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,BTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,VET,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,UNI,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T00:00:00+00:00,MATIC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,VTI,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,ASML,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,AAPL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,TTE,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,MSFT,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,ZM,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,EFA,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,GLD,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,AMD,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,SAP,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,META,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,ADBE,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,TLT,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,CRM,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,SHEL,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,IWM,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,USO,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,ROKU,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,ORCL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,NVDA,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,TSLA,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,INTC,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,GOOGL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,EEM,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,SPY,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-14T05:00:00+00:00,PYPL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-14T06:00:00+00:00,VIX,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-14T23:00:00+00:00,AIR,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-14T23:00:00+00:00,ROG,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-14T23:00:00+00:00,NESN,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,ATOM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,ETH,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,XRP,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,ETC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,TRX,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,XLM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,FIL,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,ADA,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,LTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,DOGE,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,LINK,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,ALGO,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,BTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,VET,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,UNI,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T00:00:00+00:00,MATIC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,VTI,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,ASML,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,AAPL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,TTE,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,MSFT,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,ZM,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,EFA,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,GLD,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,AMD,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,SAP,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,META,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,ADBE,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,TLT,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,CRM,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,SHEL,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,IWM,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,USO,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,ROKU,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,ORCL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,NVDA,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,TSLA,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,INTC,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,GOOGL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,EEM,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,SPY,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-15T05:00:00+00:00,PYPL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-15T06:00:00+00:00,VIX,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-15T23:00:00+00:00,AIR,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-15T23:00:00+00:00,ROG,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-15T23:00:00+00:00,NESN,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,ATOM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,ETH,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,XRP,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,ETC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,TRX,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,XLM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,FIL,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,ADA,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,LTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,DOGE,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,LINK,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,ALGO,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,BTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,VET,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,UNI,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T00:00:00+00:00,MATIC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,VTI,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,ASML,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,AAPL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,TTE,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,MSFT,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,ZM,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,EFA,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,GLD,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,AMD,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,SAP,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,META,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,ADBE,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,TLT,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,CRM,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,SHEL,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,IWM,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,USO,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,ROKU,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,ORCL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,NVDA,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,TSLA,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,INTC,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,GOOGL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,EEM,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,SPY,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-16T05:00:00+00:00,PYPL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-16T06:00:00+00:00,VIX,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-16T23:00:00+00:00,AIR,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-16T23:00:00+00:00,ROG,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-16T23:00:00+00:00,NESN,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,ATOM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,ETH,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,XRP,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,ETC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,TRX,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,XLM,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,FIL,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,ADA,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,LTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,DOGE,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,LINK,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,ALGO,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,BTC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,VET,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,UNI,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T00:00:00+00:00,MATIC,0.6605000000000001,BLOCK,HOLD,SUN
2020-01-17T05:00:00+00:00,VTI,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-17T05:00:00+00:00,ASML,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-17T05:00:00+00:00,AAPL,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-17T05:00:00+00:00,TTE,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-17T05:00:00+00:00,MSFT,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-17T05:00:00+00:00,ZM,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-17T05:00:00+00:00,EFA,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-17T05:00:00+00:00,GLD,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-17T05:00:00+00:00,AMD,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-17T05:00:00+00:00,SAP,0.6876000000000001,BLOCK,HOLD,SUN
2020-01-17T05:00:00+00:00,META,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-17T05:00:00+00:00,ADBE,0.7170000000000001,BLOCK,HOLD,SUN
2020-01-17T05:00:00+00:00,TLT,0.7296000000000001,BLOCK,HOLD,SUN
2020-01-17T05:00:00+00:00,CRM,0.7170000000000001,BLOCK,HOLD,SUN
